date,site_id,influent_bod,influent_cod,influent_tss,effluent_bod,effluent_cod,effluent_tss,nh4,no3,po4,flow_m3d,temperature_c,aeration_kwh,energy_kwh
2019-03-30,WWTP_03,27.84,110.13,79.32,3.07,21.94,19.33,2.96,8.18,2.23,3077.12,29.86,178.69,1806.41
2019-03-31,WWTP_03,28.31,104.99,74.08,4.1,24.17,20.22,3.39,6.0,1.29,1927.16,34.23,121.15,1182.51
2019-04-01,WWTP_03,30.32,108.62,76.26,3.5,22.16,18.93,2.65,6.25,1.78,1559.68,27.98,126.97,836.69
2019-04-02,WWTP_03,27.67,121.36,73.61,2.14,20.57,15.88,3.1,6.32,1.56,2503.84,29.83,177.37,1654.69
2019-04-03,WWTP_03,28.69,110.22,77.95,3.44,22.91,19.64,1.45,8.83,1.29,4717.12,28.09,157.62,2444.31
2019-04-04,WWTP_03,30.07,110.56,72.18,3.99,24.27,18.97,2.16,5.43,1.17,1820.73,28.92,54.27,1011.28
2019-04-05,WWTP_03,29.26,110.17,74.58,2.72,20.23,17.08,3.66,8.2,1.96,2260.23,29.29,131.28,1288.45
2019-04-06,WWTP_03,27.57,120.66,78.11,1.96,19.77,16.43,1.88,5.07,1.77,2322.4,29.8,169.94,1444.76
2019-04-07,WWTP_03,31.68,112.34,79.84,3.88,23.62,20.29,2.76,4.78,1.71,2272.7,28.97,90.01,1292.4
2019-04-08,WWTP_03,28.5,109.97,76.38,2.85,20.88,17.94,3.58,4.0,2.06,3720.44,30.8,173.46,2050.33
2019-04-09,WWTP_03,28.72,106.27,72.06,3.01,20.66,17.23,2.35,6.08,2.56,1354.53,28.16,188.33,1097.93
2019-04-10,WWTP_03,28.04,107.07,80.08,3.0,21.01,19.29,2.42,5.74,2.47,4315.72,28.09,142.86,2284.75
2019-04-11,WWTP_03,28.92,102.8,76.34,1.51,15.11,14.84,3.58,5.64,0.97,4382.51,33.88,186.69,2357.69
2019-04-12,WWTP_03,29.12,112.55,77.65,3.68,24.06,19.99,3.66,5.34,2.55,2125.04,30.35,121.68,1367.46
2019-04-13,WWTP_03,30.22,103.85,77.56,3.77,22.04,19.85,3.77,3.65,1.23,1969.24,27.05,112.11,1091.61
2019-04-14,WWTP_03,25.59,112.04,78.91,2.35,20.48,18.01,1.6,7.63,1.17,4145.47,28.69,102.57,2023.32
2019-04-15,WWTP_03,26.52,110.92,78.52,2.83,21.73,18.89,2.6,9.03,1.77,2950.39,30.2,136.75,1545.41
2019-04-16,WWTP_03,29.37,108.14,80.67,4.19,24.71,21.89,3.34,5.72,1.05,3535.12,28.64,140.23,2019.91
2019-04-17,WWTP_03,25.47,117.33,76.85,2.64,22.67,18.29,3.86,6.41,1.18,3052.28,31.36,172.1,1766.45
2019-04-18,WWTP_03,30.01,103.56,79.38,1.91,16.3,16.21,3.6,4.61,1.1,4902.42,29.67,146.96,2697.99
2019-04-19,WWTP_03,27.41,110.0,76.91,2.34,,17.11,2.62,6.39,1.17,2114.85,32.75,73.83,1083.94
2019-04-20,WWTP_03,27.25,119.98,81.05,3.67,26.53,21.43,3.34,8.14,1.28,2154.67,28.29,112.74,1214.06
2019-04-21,WWTP_03,26.01,111.07,83.27,3.05,22.83,20.79,3.31,8.47,1.42,4354.63,27.0,65.54,2217.32
2019-04-22,WWTP_03,29.14,110.92,74.73,3.0,21.36,17.74,3.62,5.59,1.35,3002.94,25.05,154.06,1597.63
2019-04-23,WWTP_03,29.79,112.1,74.48,2.45,19.51,16.38,2.53,9.37,2.1,4809.97,32.13,175.25,2416.66
2019-04-24,WWTP_03,28.07,108.59,76.59,2.74,,17.84,2.6,6.55,2.51,4645.82,28.14,113.59,2330.89
2019-04-25,WWTP_03,30.92,106.18,84.51,2.0,16.8,17.32,3.35,4.18,2.07,2741.74,30.6,94.2,1463.23
2019-04-26,WWTP_03,27.27,101.72,74.43,2.2,17.54,16.26,3.25,4.85,0.93,4395.01,25.81,86.97,2390.26
2019-04-27,WWTP_03,29.17,103.37,76.98,2.65,18.8,17.5,2.06,3.58,0.91,1105.39,26.13,160.87,816.27
2019-04-28,WWTP_03,27.26,100.25,70.01,2.69,18.93,16.38,3.1,5.0,1.05,3224.23,27.28,147.04,1568.53
2019-04-29,WWTP_03,33.27,108.64,81.61,2.64,18.63,17.75,2.64,7.42,2.32,2729.09,29.05,111.91,1522.31
2019-04-30,WWTP_03,31.41,110.07,74.81,3.37,21.63,18.04,2.13,3.87,1.79,2916.16,28.81,160.69,1533.68
2019-05-01,WWTP_03,29.02,110.39,78.22,1.84,17.34,15.95,2.03,4.28,1.57,2607.59,27.98,136.36,1591.99
2019-05-02,WWTP_03,29.44,103.41,76.61,1.89,16.31,15.67,2.06,9.14,1.02,4833.0,27.76,56.99,2449.15
2019-05-03,WWTP_03,29.98,111.96,78.75,2.73,20.36,17.9,2.85,8.37,1.32,2417.06,27.72,185.89,1360.6
2019-05-04,WWTP_03,30.8,109.06,77.27,2.91,20.19,17.8,2.59,5.21,0.94,4582.6,27.06,166.52,2489.42
2019-05-05,WWTP_03,25.81,119.63,78.3,2.06,20.57,17.07,2.63,6.93,0.96,2895.68,26.84,79.06,1588.55
2019-05-06,WWTP_03,26.09,107.94,78.83,3.37,23.35,20.48,2.87,8.48,2.07,4475.03,30.79,71.01,2332.13
2019-05-07,WWTP_03,25.96,99.42,78.75,1.62,15.54,16.0,1.58,4.28,1.4,2162.98,27.44,142.22,1322.99
2019-05-08,WWTP_03,29.16,100.23,76.75,2.84,18.82,17.88,2.62,7.68,1.16,2473.24,28.04,116.59,1341.5
2019-05-09,WWTP_03,29.85,113.88,77.83,1.81,17.6,15.68,2.41,8.88,1.15,1296.64,23.87,183.72,876.37
2019-05-10,WWTP_03,28.56,110.86,77.25,2.66,20.37,17.7,2.17,8.8,1.51,3155.28,31.05,120.58,1527.62
2019-05-11,WWTP_03,32.41,100.89,78.73,4.54,22.81,21.18,3.48,4.47,1.12,1726.03,24.75,52.1,959.91
2019-05-12,WWTP_03,28.79,101.58,77.57,3.5,21.26,19.64,2.39,8.89,1.19,3926.58,23.06,118.39,2028.38
2019-05-13,WWTP_03,29.73,103.18,76.86,2.05,16.73,16.04,3.61,6.01,1.99,2482.84,26.11,77.66,1196.2
2019-05-14,WWTP_03,27.65,119.31,79.93,2.66,22.26,18.52,2.83,3.83,1.7,2148.85,24.52,51.67,1063.61
2019-05-15,WWTP_03,29.59,101.91,76.3,1.81,15.81,15.42,2.9,5.48,1.38,2822.94,22.97,76.56,1348.28
2019-05-16,WWTP_03,30.76,111.2,77.91,2.74,20.02,17.58,2.07,4.35,2.06,2945.64,24.63,74.81,1488.18
2019-05-17,WWTP_03,26.55,112.86,68.27,2.44,20.64,15.58,3.34,8.28,1.5,1061.47,28.63,113.97,758.57
2019-05-18,WWTP_03,32.11,102.65,77.31,2.74,18.15,17.21,1.59,7.56,1.3,3839.58,25.36,155.76,2020.02
2019-05-19,WWTP_03,29.26,104.62,79.59,3.35,21.26,19.69,2.33,6.62,1.52,3793.25,28.97,115.05,1951.05
2019-05-20,WWTP_03,26.59,113.04,77.94,3.45,24.51,20.29,3.51,6.04,2.27,3827.06,24.35,83.0,2019.7
2019-05-21,WWTP_03,30.11,104.57,79.03,4.12,23.34,21.05,1.53,5.05,1.4,2394.81,23.98,164.55,1334.98
2019-05-22,WWTP_03,26.32,106.71,74.37,2.97,21.5,18.28,3.03,6.56,1.79,4030.04,26.1,183.46,2368.24
2019-05-23,WWTP_03,25.83,112.04,75.14,3.73,25.77,20.5,3.46,3.73,1.87,3024.92,19.05,53.84,1410.94
2019-05-24,WWTP_03,27.98,106.23,73.18,3.48,22.52,18.72,2.33,8.74,1.65,4559.72,23.73,178.19,2672.88
2019-05-25,WWTP_03,29.85,107.56,73.67,1.92,17.0,15.09,2.52,8.26,2.26,1214.51,23.44,125.15,876.83
2019-05-26,WWTP_03,24.75,104.01,78.41,2.33,19.23,18.05,2.81,3.71,2.04,3424.44,23.73,66.22,1819.02
2019-05-27,WWTP_03,25.84,108.03,76.17,2.92,21.8,18.75,1.19,6.61,1.65,2123.53,27.09,186.53,1201.0
2019-05-28,WWTP_03,23.85,102.32,75.95,1.35,15.46,15.06,1.95,3.35,1.3,3400.81,27.48,58.32,1772.31
2019-05-29,WWTP_03,29.18,104.39,79.42,3.93,23.1,21.01,1.17,4.14,0.85,2249.62,20.24,127.16,1387.24
2019-05-30,WWTP_03,28.28,114.49,80.4,3.08,22.66,19.5,2.18,5.3,2.06,1920.0,23.62,178.86,1122.18
2019-05-31,WWTP_03,32.33,107.04,78.37,2.93,19.42,17.78,1.79,2.95,1.89,1859.01,20.99,175.17,1275.3
2019-06-01,WWTP_03,23.83,100.25,73.84,1.73,16.56,15.63,2.05,3.93,2.15,1792.42,25.77,96.66,1107.51
2019-06-02,WWTP_03,25.04,99.91,74.23,1.43,15.12,14.74,1.51,8.75,0.89,4086.19,22.85,83.51,2098.31
2019-06-03,WWTP_03,29.38,110.52,80.76,1.9,17.49,16.55,1.73,5.87,1.42,2415.62,22.79,148.62,1243.92
2019-06-04,WWTP_03,26.34,99.99,78.92,2.77,19.47,18.9,3.27,7.13,1.36,3277.34,23.74,153.89,1889.55
2019-06-05,WWTP_03,27.65,99.14,72.35,3.56,21.39,18.76,1.0,2.94,2.05,3713.57,24.08,177.38,2191.13
2019-06-06,WWTP_03,29.32,106.94,77.11,2.35,18.41,16.82,1.54,6.05,1.47,1551.6,21.2,138.69,881.64
2019-06-07,WWTP_03,26.81,108.11,76.61,1.67,16.87,15.55,2.57,4.78,1.43,3702.99,22.4,109.68,1981.35
2019-06-08,WWTP_03,27.18,108.09,66.38,2.54,19.89,15.22,1.24,5.43,1.96,1061.93,18.85,90.94,706.73
2019-06-09,WWTP_03,28.29,107.91,76.83,3.52,22.89,19.66,3.16,7.24,1.51,3782.56,21.31,105.26,2037.45
2019-06-10,WWTP_03,24.13,96.77,76.17,1.68,15.75,15.94,3.31,4.64,1.55,4748.58,18.9,75.06,2545.53
2019-06-11,WWTP_03,28.54,107.64,68.71,2.76,20.14,15.96,1.49,8.01,1.14,1182.2,21.01,111.23,514.29
2019-06-12,WWTP_03,25.55,104.47,71.75,2.25,18.74,16.14,2.61,4.87,2.05,3240.02,17.1,117.56,1779.8
2019-06-13,WWTP_03,27.07,104.63,68.78,3.21,21.63,17.25,2.55,7.45,1.74,4957.33,21.18,164.99,2606.11
2019-06-14,WWTP_03,29.44,101.96,75.36,2.85,19.08,17.5,1.51,6.4,1.58,1837.94,19.25,54.56,1159.28
2019-06-15,WWTP_03,23.15,116.41,75.37,2.46,22.75,18.1,2.63,3.67,1.11,3536.91,18.76,117.19,1999.87
2019-06-16,WWTP_03,27.48,109.74,71.8,2.26,19.08,15.78,2.16,3.39,1.0,4599.93,16.83,153.23,2416.76
2019-06-17,WWTP_03,30.65,111.9,73.57,1.98,17.69,15.07,0.79,6.05,1.08,2662.64,17.93,191.46,1612.54
2019-06-18,WWTP_03,27.59,100.27,71.16,3.24,20.63,17.78,2.81,6.94,1.01,3135.83,20.33,59.25,1620.02
2019-06-19,WWTP_03,23.57,107.49,74.9,1.9,18.55,16.37,3.06,5.67,1.46,4907.88,17.92,158.57,2620.64
2019-06-20,WWTP_03,29.98,111.44,70.88,2.58,19.77,15.81,2.21,3.24,0.78,3486.52,20.1,69.23,1885.78
2019-06-21,WWTP_03,25.37,105.34,68.35,1.42,15.83,13.5,1.24,4.63,1.45,4021.36,16.54,53.72,2136.36
2019-06-22,WWTP_03,24.33,104.14,77.37,3.54,24.06,21.18,2.75,3.76,1.14,3671.73,20.23,114.41,1878.37
2019-06-23,WWTP_03,26.11,114.53,72.83,1.53,17.48,14.55,1.68,4.79,1.59,4771.09,16.59,169.4,2389.23
2019-06-24,WWTP_03,24.48,107.46,70.89,2.42,20.32,16.6,1.95,7.48,1.17,2117.77,18.13,84.64,1135.81
2019-06-25,WWTP_03,26.37,98.12,73.39,1.92,16.23,15.54,1.8,4.3,0.99,4408.86,20.41,184.56,2431.88
2019-06-26,WWTP_03,25.57,109.86,76.74,3.13,23.1,19.5,1.28,3.98,1.41,2753.33,16.16,159.01,1566.63
2019-06-27,WWTP_03,27.5,101.63,72.83,3.88,23.06,19.65,1.99,2.82,0.59,2200.12,17.89,172.51,1118.8
2019-06-28,WWTP_03,24.46,110.89,71.94,1.94,19.0,15.64,2.04,4.02,1.29,3922.83,12.26,56.35,2015.41
2019-06-29,WWTP_03,25.44,107.84,71.56,3.27,23.27,18.56,1.64,3.28,1.27,1464.21,15.17,66.22,816.01
2019-06-30,WWTP_03,19.66,110.26,75.53,2.05,21.4,18.04,1.43,7.75,1.35,3316.29,18.35,84.79,1685.75
2019-07-01,WWTP_03,22.18,100.92,75.54,2.07,18.58,17.33,1.3,3.11,1.78,2614.09,13.06,107.46,1378.76
2019-07-02,WWTP_03,25.17,110.78,73.13,1.6,17.43,14.93,1.49,2.04,0.77,3390.52,14.53,169.89,1878.81
2019-07-03,WWTP_03,26.24,113.83,75.33,2.81,22.36,18.16,2.39,4.22,0.71,3916.05,15.48,102.42,2055.33
2019-07-04,WWTP_03,27.21,101.36,76.27,2.86,19.71,18.25,2.34,4.76,0.67,1797.4,14.35,113.81,1071.11
2019-07-05,WWTP_03,28.53,98.37,76.71,2.91,,18.15,0.57,6.84,1.96,2627.52,16.69,168.18,1640.78
2019-07-06,WWTP_03,27.3,100.35,70.4,2.61,18.66,16.27,0.81,4.63,1.76,2684.77,16.46,175.94,1390.58
2019-07-07,WWTP_03,26.33,106.14,81.75,2.9,21.14,19.92,0.73,4.38,0.38,1395.08,10.44,188.83,812.9
2019-07-08,WWTP_03,28.22,100.99,79.22,3.5,21.37,20.23,2.77,5.04,1.66,2460.18,14.13,65.03,1156.45
2019-07-09,WWTP_03,25.25,105.83,73.73,2.62,20.45,17.55,2.44,4.88,1.08,4721.69,13.76,94.44,2484.85
2019-07-10,WWTP_03,22.42,106.2,71.15,1.5,17.01,14.72,2.62,4.29,0.25,4447.1,7.42,76.14,2272.74
2019-07-11,WWTP_03,25.51,105.67,73.38,3.57,23.87,19.73,1.43,3.62,1.75,4477.36,12.45,144.07,2371.26
2019-07-12,WWTP_03,27.82,97.44,70.34,1.79,15.38,14.39,0.5,3.05,1.9,2732.3,13.89,155.44,1562.88
2019-07-13,WWTP_03,22.89,98.92,76.78,1.54,15.87,15.9,1.85,4.07,1.14,3307.04,11.63,101.51,1639.57
2019-07-14,WWTP_03,28.08,101.17,75.46,3.39,21.1,19.06,1.36,6.43,1.11,3188.11,11.99,58.0,1500.08
2019-07-15,WWTP_03,23.83,106.39,75.51,2.76,21.74,18.77,1.67,6.72,1.67,1641.58,9.27,56.31,754.14
2019-07-16,WWTP_03,27.25,106.04,77.49,2.38,18.93,,1.23,2.5,1.37,4418.26,10.15,152.88,2373.93
2019-07-17,WWTP_03,23.61,101.54,74.05,1.56,16.2,15.27,1.67,5.77,1.8,1334.72,13.42,185.94,820.95
2019-07-18,WWTP_03,30.17,105.16,75.63,4.16,23.56,20.21,2.29,4.49,0.91,2695.6,12.09,126.38,1481.34
2019-07-19,WWTP_03,26.29,109.04,74.88,2.16,18.96,16.46,1.77,4.97,1.6,4286.59,7.75,180.47,2270.62
2019-07-20,WWTP_03,27.57,102.22,70.2,2.06,17.08,14.98,0.92,4.22,0.27,2146.64,10.53,167.22,1281.66
2019-07-21,WWTP_03,22.93,105.36,74.69,1.58,17.07,15.58,0.49,3.03,1.63,3860.42,13.1,112.13,2161.46
2019-07-22,WWTP_03,24.22,115.79,72.07,2.92,24.14,18.2,2.39,6.29,0.98,1522.94,11.47,82.26,728.38
2019-07-23,WWTP_03,27.91,100.86,76.49,1.99,16.54,16.1,1.07,2.48,0.15,2542.87,9.38,80.98,1385.81
2019-07-24,WWTP_03,23.39,110.07,73.32,2.87,23.15,18.64,0.34,1.76,0.28,1285.47,7.34,164.08,592.92
2019-07-25,WWTP_03,24.29,107.94,72.38,1.43,16.52,14.48,1.95,6.74,0.62,2524.44,12.41,122.25,1525.88
2019-07-26,WWTP_03,24.97,103.32,71.97,1.93,17.52,15.52,0.82,2.01,0.66,2611.89,11.65,52.48,1308.65
2019-07-27,WWTP_03,26.81,99.01,73.12,3.55,21.71,19.2,2.36,5.04,1.67,4995.0,5.96,178.75,2583.83
2019-07-28,WWTP_03,25.78,107.3,75.55,1.72,17.17,15.62,1.84,1.49,0.62,1577.9,4.85,84.95,803.76
2019-07-29,WWTP_03,22.43,107.32,79.45,2.87,23.11,20.57,0.51,2.76,0.89,2084.71,8.29,58.82,1166.52
2019-07-30,WWTP_03,22.66,110.44,68.67,2.11,20.28,15.73,2.02,6.88,0.47,2339.43,9.96,119.64,1191.43
2019-07-31,WWTP_03,24.38,97.54,71.27,2.11,17.34,15.92,2.45,7.27,0.66,3396.05,6.32,80.92,1946.67
2019-08-01,WWTP_03,22.9,102.11,69.27,2.72,21.14,17.39,0.37,6.46,0.85,3288.59,9.39,135.41,1651.53
2019-08-02,WWTP_03,23.56,99.67,73.53,3.29,22.49,19.76,1.82,2.5,0.52,2900.91,11.06,143.51,1550.57
2019-08-03,WWTP_03,26.96,108.44,69.34,2.86,21.21,16.66,0.8,7.14,1.37,1658.62,4.9,50.84,888.86
2019-08-04,WWTP_03,22.2,105.5,74.29,2.85,22.75,19.25,1.02,4.25,1.36,4356.49,7.08,154.14,2421.55
2019-08-05,WWTP_03,24.5,97.06,71.02,2.12,17.27,15.88,0.65,1.5,-0.01,1088.64,3.7,51.25,567.31
2019-08-06,WWTP_03,23.29,98.34,71.09,2.22,18.28,16.43,2.14,5.23,0.47,3246.46,8.6,149.98,1866.95
2019-08-07,WWTP_03,20.78,113.91,75.5,3.1,26.71,20.91,2.46,2.24,0.76,4488.12,7.37,83.76,2217.38
2019-08-08,WWTP_03,23.91,95.56,71.01,2.72,19.33,17.51,0.9,7.08,1.64,1459.15,5.29,86.08,775.04
2019-08-09,WWTP_03,29.45,106.24,74.26,3.51,22.01,18.65,2.26,5.04,0.68,4159.65,4.42,172.69,2155.34
2019-08-10,WWTP_03,21.43,102.19,70.36,1.5,16.65,14.73,1.88,6.59,0.84,1400.26,8.56,64.0,808.63
2019-08-11,WWTP_03,25.78,103.82,70.32,1.36,15.3,13.7,0.65,6.39,1.42,4030.63,7.5,134.52,2158.56
2019-08-12,WWTP_03,21.81,109.48,70.27,1.62,18.26,14.97,2.2,1.13,1.29,4753.85,4.58,62.19,2470.02
2019-08-13,WWTP_03,23.94,101.34,67.0,2.1,18.12,15.04,1.97,6.64,1.27,2706.7,3.17,145.24,1495.52
2019-08-14,WWTP_03,26.13,98.9,70.46,3.92,23.24,19.55,1.69,1.66,0.31,2191.51,0.85,151.2,1369.13
2019-08-15,WWTP_03,19.53,102.18,70.75,1.18,15.77,14.25,1.62,1.71,0.0,4899.49,4.43,152.18,2770.59
2019-08-16,WWTP_03,22.35,106.83,73.97,2.28,20.51,17.52,0.95,1.03,1.46,3413.23,5.87,173.45,1832.56
2019-08-17,WWTP_03,23.08,100.9,71.72,2.91,21.54,18.45,1.59,4.34,0.01,1650.51,3.61,108.21,986.66
2019-08-18,WWTP_03,22.51,97.01,71.25,2.29,18.57,16.84,0.08,1.7,0.28,4438.11,1.79,132.37,2262.15
2019-08-19,WWTP_03,25.39,105.12,73.11,1.39,15.68,14.36,1.12,6.39,1.51,4388.63,5.83,96.46,2312.59
2019-08-20,WWTP_03,20.83,108.19,71.31,2.92,24.45,19.18,0.48,5.4,0.02,2283.06,6.97,73.72,1073.26
2019-08-21,WWTP_03,23.23,108.6,71.47,2.85,22.83,18.16,0.18,0.89,0.75,1428.63,5.4,108.76,664.52
2019-08-22,WWTP_03,24.78,104.98,69.79,1.37,15.73,13.75,0.06,1.79,1.47,1151.14,2.78,190.79,840.37
2019-08-23,WWTP_03,25.7,93.94,71.22,1.87,15.54,15.08,1.12,6.41,0.56,4479.25,2.96,117.34,2432.25
2019-08-24,WWTP_03,22.79,99.34,73.03,2.0,17.76,16.39,-0.03,5.84,0.13,1283.26,6.08,178.24,633.9
2019-08-25,WWTP_03,23.32,104.24,66.52,2.78,21.6,16.71,1.04,2.84,1.11,3175.57,7.24,181.53,1612.27
2019-08-26,WWTP_03,23.91,102.8,74.96,3.09,22.24,19.48,1.33,2.94,1.25,2813.2,1.94,109.4,1542.89
2019-08-27,WWTP_03,22.36,97.05,75.0,1.66,16.19,15.99,1.64,3.83,1.19,2748.31,0.09,68.58,1502.21
2019-08-28,WWTP_03,23.5,103.79,75.54,2.01,18.35,16.81,2.08,3.33,0.37,4908.97,1.8,119.57,2656.97
2019-08-29,WWTP_03,21.09,99.93,71.1,1.32,15.61,14.44,0.22,4.03,-0.16,4056.88,3.47,137.14,2114.11
2019-08-30,WWTP_03,23.56,106.71,67.07,2.2,19.64,15.38,1.27,4.03,0.26,1978.03,-0.06,76.58,1109.77
2019-08-31,WWTP_03,23.99,104.89,68.34,2.97,22.18,17.44,2.18,5.5,0.3,4390.26,5.63,163.84,2296.57
2019-09-01,WWTP_03,19.77,101.29,71.28,1.54,17.21,15.4,0.39,5.63,1.47,1306.48,4.87,168.34,809.01
2019-09-02,WWTP_03,21.76,108.78,78.04,1.14,16.03,15.2,0.53,6.23,0.23,4956.3,-0.26,150.54,2856.71
2019-09-03,WWTP_03,21.7,95.71,68.44,3.01,21.51,18.33,-0.01,2.77,1.07,3431.88,2.74,150.53,1876.81
2019-09-04,WWTP_03,22.94,93.48,70.66,3.41,21.84,19.52,0.02,2.18,0.5,2949.76,1.8,70.7,1638.86
2019-09-05,WWTP_03,26.49,100.17,69.09,3.57,22.15,18.27,0.64,4.43,0.69,1924.7,3.86,179.13,984.05
2019-09-06,WWTP_03,23.77,110.77,67.11,1.48,17.26,13.61,-0.21,6.57,0.89,3724.55,-1.34,55.7,1882.48
2019-09-07,WWTP_03,28.0,99.34,69.54,1.71,15.39,14.03,1.06,3.11,-0.12,3856.49,3.06,126.54,2207.25
2019-09-08,WWTP_03,27.02,92.74,66.09,2.84,18.04,15.81,1.69,1.59,0.25,3718.03,2.83,97.32,1918.21
2019-09-09,WWTP_03,23.64,90.19,74.16,3.0,19.31,19.11,1.21,3.67,1.43,4932.86,-0.59,123.67,2794.12
2019-09-10,WWTP_03,21.7,102.93,69.49,3.1,23.51,18.85,0.15,3.52,1.08,2941.98,0.6,100.32,1581.25
2019-09-11,WWTP_03,21.35,105.5,66.73,1.12,15.51,12.97,-0.06,1.87,0.54,4874.46,1.58,100.06,2558.78
2019-09-12,WWTP_03,22.66,99.74,71.18,1.63,16.45,15.04,1.59,3.8,1.09,3383.23,1.01,97.18,1923.78
2019-09-13,WWTP_03,27.89,109.75,69.61,3.91,24.8,18.73,1.59,2.81,-0.2,2452.98,-1.08,188.61,1441.98
2019-09-14,WWTP_03,20.95,108.33,75.42,1.88,19.59,17.07,1.32,2.9,0.56,4959.47,-0.62,82.09,2395.02
2019-09-15,WWTP_03,21.62,105.55,73.34,2.61,22.03,18.53,-0.16,0.63,0.45,2641.35,0.58,88.46,1438.47
2019-09-16,WWTP_03,22.88,106.91,68.54,2.56,21.44,16.79,1.99,4.09,0.31,3502.67,0.96,186.56,1941.93
2019-09-17,WWTP_03,19.34,105.6,75.48,1.59,18.36,16.58,0.51,2.43,0.88,1862.17,-2.09,51.25,949.23
2019-09-18,WWTP_03,22.76,103.62,67.05,1.62,16.98,14.1,1.58,1.22,1.27,1778.52,1.19,141.95,1019.06
2019-09-19,WWTP_03,23.59,109.68,71.0,3.18,24.29,18.8,1.27,2.48,0.29,3647.67,3.08,73.39,1882.87
2019-09-20,WWTP_03,23.99,94.35,69.68,2.81,19.39,17.4,0.96,1.8,1.09,4094.55,1.55,71.79,2271.36
2019-09-21,WWTP_03,22.46,107.95,66.65,3.26,24.88,18.21,1.14,1.44,1.12,2421.8,1.8,57.52,1218.85
2019-09-22,WWTP_03,19.57,93.03,72.41,1.47,15.57,15.47,-0.23,4.81,0.6,4603.47,-0.29,96.94,2401.49
2019-09-23,WWTP_03,28.37,82.75,68.8,3.67,17.91,17.89,1.5,3.22,1.34,2043.23,0.97,149.52,1187.72
2019-09-24,WWTP_03,23.1,101.74,74.56,3.1,22.48,19.7,0.95,1.9,0.97,3112.23,-3.23,111.68,1640.96
2019-09-25,WWTP_03,23.54,109.4,72.06,2.67,22.1,17.75,2.05,3.12,-0.04,2863.87,1.97,118.82,1601.07
2019-09-26,WWTP_03,19.74,104.55,66.17,1.08,15.58,12.99,0.81,2.5,0.01,1977.81,0.87,174.93,1239.38
2019-09-27,WWTP_03,23.24,98.14,69.99,3.47,23.01,19.39,0.87,6.49,0.88,2233.58,0.64,52.31,1208.59
2019-09-28,WWTP_03,21.67,106.27,69.66,2.24,20.49,16.56,0.66,2.24,-0.01,4048.92,-1.05,198.52,2150.76
2019-09-29,WWTP_03,24.78,96.16,68.82,3.38,21.41,18.3,0.98,4.13,0.9,3720.85,-1.98,152.23,1890.42
2019-09-30,WWTP_03,20.48,97.14,66.68,2.89,22.06,18.0,1.68,5.62,0.07,1259.09,-1.55,160.82,742.05
2019-10-01,WWTP_03,20.2,104.35,72.63,2.61,22.58,18.88,0.44,1.31,-0.17,4968.69,1.11,164.82,2854.58
2019-10-02,WWTP_03,23.61,103.44,67.32,1.22,15.16,13.06,1.26,6.24,0.04,4455.83,3.0,98.2,2471.96
2019-10-03,WWTP_03,22.97,93.72,63.44,1.18,13.7,12.29,0.66,4.12,-0.21,4368.84,-2.22,52.43,2408.12
2019-10-04,WWTP_03,22.46,101.01,69.39,1.9,17.8,15.4,-0.27,2.38,-0.05,3320.71,-1.02,149.26,1713.91
2019-10-05,WWTP_03,24.55,104.57,70.62,3.15,22.53,18.29,0.24,1.11,0.73,3719.49,1.89,122.96,2019.7
2019-10-06,WWTP_03,22.0,96.53,74.23,2.13,18.07,17.25,1.31,4.33,1.2,3344.07,3.2,166.79,1919.33
2019-10-07,WWTP_03,20.55,99.43,73.38,1.48,16.39,15.5,1.42,0.86,0.69,1520.76,-3.38,55.24,920.31
2019-10-08,WWTP_03,18.34,105.82,71.43,1.24,17.04,14.83,0.15,2.09,0.06,4060.25,0.62,192.19,2285.15
2019-10-09,WWTP_03,23.55,93.17,75.68,2.53,18.33,18.26,-0.2,0.7,0.89,2753.72,4.16,91.61,1651.58
2019-10-10,WWTP_03,17.88,88.59,74.48,1.88,17.22,17.81,1.12,5.89,1.18,4561.69,-0.67,90.5,2418.5
2019-10-11,WWTP_03,22.34,96.97,71.66,3.05,21.61,19.06,0.0,4.3,0.96,4438.58,-1.95,103.81,2244.67
2019-10-12,WWTP_03,23.15,105.76,70.76,3.41,24.58,19.46,-0.23,3.75,0.93,1861.32,3.67,158.29,1052.87
2019-10-13,WWTP_03,25.41,97.41,75.44,2.09,16.94,16.59,1.53,6.48,0.3,2644.16,-0.61,154.01,1425.72
2019-10-14,WWTP_03,22.5,105.42,69.29,2.35,20.46,16.55,0.35,1.93,0.96,1031.38,-1.36,130.88,579.91
2019-10-15,WWTP_03,24.56,110.77,74.01,2.08,19.5,16.42,0.74,2.62,1.14,4033.78,-0.97,60.77,2047.11
2019-10-16,WWTP_03,23.25,95.83,70.57,1.74,16.02,15.06,0.36,5.12,0.99,1983.31,-0.37,159.32,1090.61
2019-10-17,WWTP_03,25.83,101.61,66.61,1.49,15.45,13.27,1.23,1.59,0.88,2708.81,3.6,127.24,1542.06
2019-10-18,WWTP_03,24.11,106.0,67.88,1.6,16.93,14.01,1.97,1.38,0.55,2035.55,1.28,163.18,1110.86
2019-10-19,WWTP_03,23.81,100.14,71.56,1.67,16.35,15.01,0.78,2.54,-0.0,1670.46,1.89,68.31,1102.11
